Unnamed: 0,imdb_id,startYear,originalTitle,runtimeMinutes,one_genre,genres1,genres2,genres3,tags,mood_tags,youtube_id,split
252,tt0079522,1979,Manhattan,96,Comedy,Comedy,Drama,Romance,"comedy, humor, satire, romantic","comedy, humor, romantic",BNiIMhC8oII,train
253,tt0079540,1979,Meatballs,94,Comedy,Comedy,,,prank,,bwwk9__2qIM,train
254,tt0079574,1979,Moonraker,126,Action,Action,Adventure,Sci-Fi,"good versus evil, cult, suspenseful, murder",suspenseful,KFOOjYU16KE,train
257,tt0079817,1979,Rocky II,119,Drama,Drama,Sport,,"violence, revenge, cult, romantic, flashback","violence, romantic",g-ZCtu5TUxk,train
259,tt0080025,1979,Time After Time,112,Drama,Adventure,Drama,Sci-Fi,"murder, violence, cult, romantic, alternate history, sci-fi","violence, romantic",huziaaaEd1s,train
260,tt0080031,1980,Tom Horn,98,Drama,Biography,Crime,Drama,"cult, neo noir, violence",violence,JEup61jsTq8,train
261,tt0080319,1980,Nine to Five,109,Comedy,Comedy,,,"revenge, satire",,V2PAzj7_zNA,train
262,tt0080339,1980,Airplane!,88,Comedy,Comedy,,,"comedy, cult, flashback, psychedelic, absurd, satire, humor, romantic, entertaining","comedy, humor, romantic",HMnVs287AJ4,train
264,tt0080360,1980,Altered States,102,Horror,Horror,Sci-Fi,Thriller,"allegory, violence, cult, alternate reality, psychedelic, romantic, suspenseful","violence, romantic, suspenseful",67lYG7a4YOA,train
265,tt0080365,1980,American Gigolo,117,Crime,Crime,Drama,Mystery,"intrigue, neo noir, murder, sadist",sadist,A26Vndy7WaM,train
266,tt0080377,1980,Any Which Way You Can,116,Action,Action,Comedy,,violence,violence,ZHto8p6qIDg,train
267,tt0080391,1978,Attack of the Killer Tomatoes!,83,Comedy,Adventure,Comedy,Horror,"cult, entertaining",,nWu6uOBSCVc,train
268,tt0080421,1980,Battle Beyond the Stars,104,Action,Action,Adventure,Sci-Fi,cult,,2t7z_44nGio,train
269,tt0080472,1980,Bronco Billy,116,Action,Action,Adventure,Comedy,"cult, suicidal, violence, comic","violence, comic",oqyBr-07Eh0,train
270,tt0080474,1980,Brubaker,131,Crime,Crime,Drama,,"violence, murder",violence,#NAME?,train
271,tt0080487,1980,Caddyshack,98,Comedy,Comedy,Sport,,"comedy, cult, violence, absurd, humor, entertaining","comedy, violence, humor",BZZJA1uc-VU,train
272,tt0080661,1980,Dressed to Kill,104,Crime,Crime,Drama,Mystery,"pornographic, mystery, neo noir, murder, cult, violence, suspenseful, sadist","mystery, violence, suspenseful, sadist",BzNsMkq44Us,train
273,tt0080684,1980,The Empire Strikes Back,124,Action,Action,Adventure,Fantasy,"dark, fantasy, mystery, cult, violence, good versus evil, action, tragedy","dark, fantasy, mystery, violence, action",xr3hPFJAHO4,train
274,tt0080745,1980,Flash Gordon,111,Action,Action,Adventure,Sci-Fi,"good versus evil, cult, psychedelic",,SG_3tABvcp4,train
275,tt0080761,1980,Friday the 13th,95,Horror,Horror,Mystery,Thriller,"suspenseful, grindhouse film, cruelty, gothic, murder, boring, cult, horror, violence, insanity, revenge, sadist, prank","suspenseful, boring, horror, violence, sadist",XsGEh04dtaQ,train
277,tt0080923,1980,Inferno,106,Horror,Horror,,,"dark, gothic, murder, violence, cult, horror, atmospheric, suspenseful, sadist","dark, violence, horror, atmospheric, suspenseful, sadist",WvYcy961kD4,train
278,tt0080979,1980,Kagemusha,180,Drama,Drama,History,War,bleak,,XzR87VBlaoo,train
279,tt0081114,1980,Maniac,87,Crime,Crime,Drama,Horror,"realism, murder, violence, cult, horror, sadist","violence, horror, sadist",wIPSUXvEoX8,train
280,tt0081207,1980,My Bodyguard,96,Drama,Comedy,Drama,Family,revenge,,22_0SIwqWWY,train
281,tt0081283,1980,Ordinary People,124,Drama,Drama,,,"melodrama, romantic, depressing, flashback","romantic, depressing",BdjlLq1tqmU,train
282,tt0081375,1980,Private Benjamin,109,Comedy,Comedy,War,,"revenge, satire, prank",,co-VZiZNHfU,train
283,tt0081383,1980,Prom Night,92,Horror,Horror,Mystery,Thriller,"grindhouse film, cruelty, murder, cult, horror, violence, revenge, sadist","horror, violence, sadist",I-lCiYKozvc,train
284,tt0081455,1981,Scanners,103,Horror,Horror,Sci-Fi,Thriller,"murder, paranormal, cult, violence, flashback, psychedelic, tragedy, suspenseful","violence, suspenseful",gI2RNyaPTmA,train
286,tt0081505,1980,The Shining,146,Drama,Drama,Horror,,"dark, psychological, mystery, murder, paranormal, cult, horror, haunting, atmospheric, good versus evil, insanity, psychedelic, suspenseful","dark, mystery, horror, atmospheric, suspenseful",5Cb3ik6zP2I,train
287,tt0081534,1980,Somewhere in Time,103,Drama,Drama,Fantasy,Romance,"cult, cute, alternate history, romantic","cute, romantic",9uicvPZSKIM,train
288,tt0081573,1980,Superman II,127,Action,Action,Adventure,Sci-Fi,"good versus evil, revenge, action, violence","action, violence",jxD8RlGnP64,train
290,tt0081696,1980,Urban Cowboy,132,Drama,Drama,Romance,Western,violence,violence,h3tEUBsJGPs,train
291,tt0081748,1980,Where the Buffalo Roam,99,Comedy,Biography,Comedy,,flashback,,_ZT6fziaIIw,train
293,tt0082009,1981,American Pop,96,Drama,Animation,Drama,History,cult,,VBwz9Pijr1E,train
294,tt0082031,1981,Arthur,97,Comedy,Comedy,Romance,,"comedy, entertaining",comedy,D5gABBndg-w,train
295,tt0082085,1981,Blow Out,108,Crime,Crime,Drama,Mystery,"cult, mystery, neo noir, murder",mystery,rDve1A5EAvk,train
296,tt0082089,1981,Body Heat,113,Crime,Crime,Drama,Romance,"suspenseful, neo noir, murder, atmospheric","suspenseful, atmospheric",zPOjV9Gdk7U,train
297,tt0082158,1981,Chariots of Fire,125,Drama,Biography,Drama,Sport,"inspiring, historical, flashback",inspiring,uPe27x0_W2M,train
300,tt0082220,1981,Cutter's Way,109,Crime,Crime,Drama,Mystery,"revenge, neo noir, murder",,bBhprZR8IRQ,train
301,tt0082288,1981,Dragonslayer,108,Action,Action,Adventure,Fantasy,"cult, fantasy, violence","fantasy, violence",1Pl18A-Me_0,train
302,tt0082340,1981,Escape from New York,99,Action,Action,Adventure,Sci-Fi,"dark, neo noir, murder, cult, violence, humor, action, entertaining","dark, violence, humor, action",iS-AWBhGBjQ,train
303,tt0082348,1981,Excalibur,140,Drama,Adventure,Drama,Fantasy,"psychedelic, cult, historical, violence, historical fiction",violence,fZc0ED-GULk,train
304,tt0082398,1981,For Your Eyes Only,127,Action,Action,Adventure,Thriller,"revenge, murder, violence",violence,9Ykn9zPnQME,train
305,tt0082418,1981,Friday the 13th Part 2,87,Horror,Horror,Mystery,Thriller,"grindhouse film, gothic, murder, cult, horror, violence, flashback, insanity, humor, suspenseful","horror, violence, humor, suspenseful",Qqmj12n7yYc,train
307,tt0082432,1981,Gallipoli,110,Action,Adventure > Action,Drama,History,"anti war, murder, atmospheric",atmospheric,CT1JHKpSHXA,train
308,tt0082449,1981,Ghost Story,110,Horror,Drama,Horror,Thriller,"horror, gothic, murder, flashback",horror,upGQpr5CwMA,train
309,tt0082495,1981,Halloween II,92,Horror,Horror,,,"murder, cult, horror, violence, good versus evil, insanity, suspenseful","horror, violence, suspenseful",kEo5m2VEprI,train
310,tt0082498,1981,Happy Birthday to Me,111,Horror,Horror,Mystery,Thriller,"revenge, cult, murder, violence, flashback",violence,F6p5TC3mnjc,train
311,tt0082509,1981,Heavy Metal,86,Action,Adventure > Action,Animation,Fantasy,"pornographic, comedy, murder, cult, alternate reality, violence, good versus evil, psychedelic, satire","comedy, violence",Xf0queXoB7c,train
312,tt0082517,1981,History of the World: Part I,92,Comedy,Comedy,History,Musical,"comedy, satire, alternate history",comedy,AILiI6f83L8,train
314,tt0082727,1983,Meantime,102,Drama,Comedy,Drama,,realism,,Llcgzs1jNOM,train
315,tt0082766,1981,Mommie Dearest,129,Drama,Biography,Drama,,"cult, melodrama",,HfFS0vrB8zY,train
316,tt0082782,1981,My Bloody Valentine,90,Horror,Horror,Mystery,Thriller,"cult, murder, violence, flashback",violence,2IBlobS_pwA,train
318,tt0082846,1981,On Golden Pond,109,Drama,Drama,,,romantic,romantic,XuBmgQkJhMU,train
319,tt0082869,1981,Outland,109,Action,Action,Crime,Sci-Fi,"cult, atmospheric, violence","atmospheric, violence",YkYsBUaQzDY,train
320,tt0082933,1981,Possession,124,Drama,Drama,Horror,,"avant garde, murder, allegory, cult, violence, insanity, psychedelic, philosophical, romantic","violence, romantic",CTB15PPtMyA,train
321,tt0082970,1981,Ragtime,155,Drama,Drama,,,"tragedy, insanity, historical, murder",,dTt7RL0PLbA,train
322,tt0082971,1981,Raiders of the Lost Ark,115,Action,Action,Adventure,,"comedy, mystery, murder, paranormal, cult, violence, atmospheric, good versus evil, humor, action, romantic, entertaining","comedy, mystery, violence, atmospheric, humor, action, romantic",#NAME?,train
324,tt0083284,1981,Victory,116,Drama,Drama,Sport,War,intrigue,,xOxj26vcwMI,train
325,tt0083511,1982,48 Hrs.,96,Comedy,Action,Comedy,Crime,"comedy, suspenseful, neo noir, murder, violence, cult, action, revenge","comedy, suspenseful, violence, action",3Kp_l_PLapo,train
326,tt0083530,1982,Airplane II: The Sequel,85,Comedy,Comedy,Sci-Fi,,"entertaining, flashback",,#NAME?,train
327,tt0083542,1982,Alone in the Dark,92,Horror,Horror,Thriller,,"comedy, suspenseful, grindhouse film, murder, cult, horror, violence, insanity, revenge, sadist","comedy, suspenseful, horror, violence, sadist",xrmgGP_37EU,train
329,tt0083564,1982,Annie,126,Drama,Comedy,Drama,Family,"cult, cruelty, depressing",depressing,OiM8S9VLjvU,train
330,tt0083624,1982,Basket Case,91,Horror,Comedy,Horror,,"grindhouse film, murder, cult, violence, horror, flashback, psychedelic","violence, horror",4Jgc-aolx5M,train
331,tt0083658,1982,Blade Runner,117,Drama,Action,Drama,Sci-Fi,"dark, boring, neo noir, gothic, murder, fantasy, mystery, dramatic, cult, atmospheric, action, philosophical, romantic, blaxploitation, sci-fi","dark, boring, fantasy, mystery, dramatic, atmospheric, action, romantic",jIstljYkwjg,train
332,tt0083722,1982,Cat People,118,Horror,Fantasy,Horror,Thriller,"fantasy, mystery, murder, dramatic, violence, insanity, romantic, queer","fantasy, mystery, dramatic, violence, romantic",oKKEumipuuY,train
333,tt0083767,1982,Creepshow,120,Comedy,Comedy,Fantasy,Horror,"comedy, dark, cult, horror, violence, psychedelic, revenge","comedy, dark, horror, violence",1bO3gyT3Imc,train
334,tt0083806,1982,Deathtrap,116,Comedy,Comedy,Crime,Mystery,"paranormal, psychedelic, horror, murder",horror,8AQ2GlTw7x4,train
336,tt0083929,1982,Fast Times at Ridgemont High,90,Comedy,Comedy,Drama,,"cult, prank, romantic, melodrama",romantic,tif5ucv1eLU,train
337,tt0083943,1982,Firefox,136,Action,Action,Adventure,Thriller,"suspenseful, murder, violence","suspenseful, violence",T5W4MiBuEnY,train
338,tt0083944,1982,Rambo : First Blood,93,Action,Action,Adventure,Thriller,"suspenseful, cruelty, murder, anti war, cult, violence, dramatic, flashback, action, tragedy, revenge, sadist","suspenseful, violence, dramatic, action, sadist",uJG9-1yAqNc,train
341,tt0084021,1982,Grease 2,115,Comedy,Comedy,Music,Musical,romantic,romantic,yfM4Gt4TIYw,train
342,tt0084112,1982,"I, the Jury",111,Crime,Crime,Drama,Mystery,"suspenseful, neo noir, cruelty, murder, violence, revenge, sadist","suspenseful, violence, sadist",p5G-m6lLBLI,train
343,tt0084370,1982,My Favorite Year,92,Comedy,Comedy,Drama,,action,action,JqQWY8T5nok,train
346,tt0084503,1982,Pink Floyd: The Wall,95,Drama,Drama,Fantasy,Music,"dark, avant garde, depressing, psychological, dramatic, cult, violence, flashback, insanity, psychedelic, romantic, historical, prank","dark, depressing, dramatic, violence, romantic",gCeQVb3rdAI,train
347,tt0084516,1982,Poltergeist,114,Horror,Horror,Thriller,,"mystery, paranormal, cult, horror, haunting, good versus evil, suspenseful","mystery, horror, suspenseful",RsrTg0TpZ2c,train
348,tt0084522,1981,Porky's,94,Comedy,Comedy,,,"revenge, cult, prank",,7-RwhYCtwAk,train
349,tt0084602,1982,Rocky III,99,Drama,Drama,Sport,,"comedy, bleak, violence, cult, flashback, romantic, revenge","comedy, violence, romantic",q4FhoXt8lFk,train
350,tt0084707,1982,Sophie's Choice,150,Drama,Drama,Romance,,"tragedy, murder, sadist, flashback",sadist,STPJVf6wqCk,train
351,tt0084777,1982,Tenebre,101,Horror,Horror,Mystery,Thriller,"gothic, murder, violence, horror, flashback, brainwashing, storytelling","violence, horror",k2oKGaAc3m4,train
352,tt0084786,1982,They Call Me Bruce,87,Action,Action,Comedy,,"cult, flashback",,ymEnfvz2wbU,train
353,tt0084805,1982,Tootsie,116,Comedy,Comedy,Drama,Romance,"cult, entertaining, romantic, queer",romantic,FlXE1Yq0AnQ,train
354,tt0084854,1981,Venom,93,Horror,Horror,Thriller,,"cult, grindhouse film, murder",,SvFsvtz8j3c,train
356,tt0085204,1983,BMX Bandits,88,Drama,Adventure,Crime,Drama,storytelling,,sz-kHa0TH1k,train
357,tt0085255,1983,Blue Thunder,109,Action,Action,Crime,Drama,"cult, action, murder",action,gkPPWIPi29s,train
358,tt0085271,1983,Brainstorm,106,Thriller,Sci-Fi,Thriller,,"cult, psychological, flashback",,NNiZP2G-nEM,train
359,tt0085276,1983,Breathless,100,Action,Action,Drama,Romance,"cult, neo noir, murder",,e1N0WltYyhk,train
361,tt0085382,1983,Cujo,93,Horror,Horror,Thriller,,"insanity, cult, murder",,45vzCiU01O4,train
362,tt0085475,1983,Eddie and the Cruisers,95,Drama,Drama,Music,Mystery,cult,,1nXj8RkP7xQ,train
365,tt0085636,1982,Halloween III: Season of the Witch,98,Horror,Horror,Mystery,Sci-Fi,"paranormal, cult, horror, gothic, murder",horror,oCNSJO24dvE,train
366,tt0085672,1983,Hercules,98,Action,Adventure > Action,Fantasy,History,"cult, grindhouse film, violence",violence,KnBJ95zuuRE,train
367,tt0085701,1983,The Hunger,97,Drama,Drama,Horror,,"neo noir, gothic, murder, paranormal, cult, atmospheric",atmospheric,l9IDoAPC6Ps,train
368,tt0085724,1983,Independence Day,110,Drama,Drama,Romance,,"violence, romantic","violence, romantic",Wv7EoY9nrz8,train
369,tt0085750,1983,Jaws 3-D,99,Horror,Adventure,Horror,Thriller,prank,,tdZ5bXgFJRY,train
371,tt0085811,1983,Krull,116,Action,Action,Adventure,Fantasy,"cult, action, romantic, fantasy","action, romantic, fantasy",uXrRN01BFSY,train
373,tt0085970,1983,Mr. Mom,91,Comedy,Comedy,Drama,,satire,,epZ2vFsk01Y,train
374,tt0085980,1983,My Tutor,97,Comedy,Comedy,,,cult,,S1Q3GYSCe_k,train
375,tt0085995,1983,National Lampoon's Vacation,98,Comedy,Adventure,Comedy,,comedy,comedy,SAXU--BJWYY,train
376,tt0086034,1983,Octopussy,131,Action,Action,Adventure,Thriller,"revenge, cult, murder",,IwHbCvXMbS8,train
378,tt0086143,1983,Private School,89,Comedy,Comedy,Romance,,"cult, stupid, prank",,bMCG-tdTXVU,train
379,tt0086154,1983,Psycho II,113,Crime,Crime,Horror,Mystery,"insanity, revenge, cult, murder, flashback",,LS-L3cFOsno,train
380,tt0086190,1983,Star Wars: Episode VI - Return of the Jedi,131,Action,Action,Adventure,Fantasy,"fantasy, dramatic, cult, violence, good versus evil, action, tragedy","fantasy, dramatic, violence, action",gNANB3sRIOI,train
381,tt0086200,1983,Risky Business,99,Comedy,Comedy,Crime,Drama,"pornographic, cult, adult comedy, prank",,pzB4ni0VH1A,train
382,tt0086250,1983,Scarface,170,Crime,Crime,Drama,,"cruelty, murder, dramatic, cult, violence, atmospheric, action, romantic, revenge, sadist","dramatic, violence, atmospheric, action, romantic, sadist",auvSmW5KcP0,train
383,tt0086320,1983,Sleepaway Camp,84,Horror,Horror,,,"grindhouse film, murder, cult, horror, violence, flashback, insanity","horror, violence",yfZR1Lqjws4,train
384,tt0086361,1983,Staying Alive,93,Drama,Drama,Music,Romance,cult,,EQ8ruUgGcs0,train
385,tt0086383,1983,Sudden Impact,117,Crime,Action,Crime,Thriller,"neo noir, murder, cult, revenge, violence, flashback, humor, romantic","violence, humor, romantic",uD62afoe2_w,train
386,tt0086425,1983,Terms of Endearment,132,Drama,Comedy,Drama,,"romantic, suspenseful, sentimental, melodrama","romantic, suspenseful, sentimental",FjLFMTIDkIM,train
387,tt0086450,1983,To Be or Not to Be,107,Comedy,Comedy,Drama,War,satire,,aGwZGu_-MnU,train
389,tt0086508,1983,Uncommon Valor,105,Horror,Action,Drama,Thriller>Horror,"comedy, murder, anti war, cult, violence, insanity, tragedy","comedy, violence",skZvk9TfqRE,train
390,tt0086525,1983,Valley Girl,99,Comedy,Comedy,Romance,,"violence, cult",violence,DHtbrlPI07E,train
391,tt0086541,1983,Videodrome,87,Horror,Horror,Sci-Fi,Thriller,"dark, suspenseful, gothic, murder, mystery, cult, alternate reality, violence, flashback, insanity, psychedelic, satire, philosophical, brainwashing, revenge, sci-fi","dark, suspenseful, mystery, violence",UFHey3utk0I,train
392,tt0086567,1983,WarGames,114,Drama,Action,Drama,Sci-Fi,anti war,,LwsNPZ-p1kY,train
393,tt0086859,1984,Against All Odds,128,Crime,Action,Adventure,Crime,"neo noir, murder",,7SvYYPHyuAI,train
394,tt0086879,1984,Amadeus,160,Drama,Biography,Drama,Music,"murder, dramatic, flashback, humor, tragedy, historical, sentimental","dramatic, humor, sentimental",0F8_qdd8iho,train
395,tt0086960,1984,Beverly Hills Cop,105,Crime,Action,Comedy,Crime,"comedy, murder, violence, cult, humor, action, revenge, entertaining","comedy, violence, humor, action",hSPvYlipvRU,train
397,tt0086973,1984,Blame It on Rio,100,Comedy,Comedy,Romance,,"pornographic, romantic, adult comedy",romantic,q2yyRa6mbeI,train
398,tt0087032,1984,Cannonball Run II,108,Action,Action,Comedy,,cult,,#NAME?,train
399,tt0087050,1984,Children of the Corn,92,Horror,Horror,Thriller,,"murder, paranormal, cult, violence, good versus evil, romantic","violence, romantic",2bUQoX3R9-A,train
400,tt0087065,1984,Cloak & Dagger,101,Action,Action,Adventure,Crime,"psychedelic, murder",,h0xMbWlVFRI,train
403,tt0087277,1984,Footloose,107,Drama,Drama,Music,Romance,cult,,xxOuSqokKok,train
404,tt0087332,1984,Ghostbusters,105,Comedy,Action,Comedy,Fantasy,"comedy, fantasy, mystery, paranormal, cult, haunting, humor, action","comedy, fantasy, mystery, humor, action",5wHr2ry0lTA,train
405,tt0087363,1984,Gremlins,106,Horror,Comedy,Fantasy,Horror,"cult, horror, comedy","horror, comedy",XBEVwaJEgaA,train
406,tt0087469,1984,Indiana Jones and the Temple of Doom,118,Action,Action,Adventure,,"mystery, gothic, cruelty, murder, cult, violence, action, brainwashing, romantic, sadist","mystery, violence, action, romantic, sadist",EdRx5HPYnlQ,train
407,tt0087507,1984,Johnny Dangerously,90,Comedy,Comedy,Crime,,"revenge, flashback",,_WEPlSPwWu8,train
408,tt0087747,1984,Moscow on the Hudson,115,Drama,Comedy,Drama,Romance,flashback,,6F2bZuUo2Z4,train
410,tt0087843,1984,Once Upon a Time in America,229,Crime,Crime,Drama,,"cruelty, murder, cult, violence, atmospheric, flashback, good versus evil, sadist","violence, atmospheric, sadist",LcpCRyNo8T8,train
411,tt0087884,1984,"Paris, Texas",145,Drama,Drama,,,"psychedelic, depressing, home movie",depressing,9e590FeeGCM,train
412,tt0087909,1985,Phenomena,116,Crime,Crime,Horror,Mystery,"mystery, cruelty, suspenseful, murder, paranormal, cult, horror, violence, haunting, flashback, insanity, psychedelic, revenge, sadist","mystery, suspenseful, horror, violence, sadist",Tt93yZUgJNQ,train
413,tt0087921,1984,Places in the Heart,111,Drama,Drama,,,"melodrama, flashback",,TIuyj1rkRsU,train
415,tt0087985,1984,Red Dawn,114,Action,Action,Drama,Thriller,"cult, cruelty, murder, violence",violence,1_I4WgBfETc,train
416,tt0087995,1984,Repo Man,92,Action,Action,Comedy,Crime,"dark, comedy, cult, violence, absurd, psychedelic, sci-fi","dark, comedy, violence",Y13LOuBgtOY,train
417,tt0088000,1984,Revenge of the Nerds,90,Comedy,Comedy,,,"revenge, cult, prank",,Hw6zrInbtQE,train
420,tt0088128,1984,Sixteen Candles,93,Comedy,Comedy,Romance,,"cult, humor, depressing, romantic","humor, depressing, romantic",HGLtBJupFFM,train
421,tt0088161,1983,Splash,111,Romance,Comedy,Fantasy,Romance,"romantic, entertaining, flashback",romantic,uMIsXdoj2vU,train
422,tt0088170,1984,Star Trek III: The Search for Spock,105,Action,Action,Adventure,Sci-Fi,"cult, revenge, murder",,6DAFHzWb1hQ,train
423,tt0088172,1984,Starman,115,Romance,Romance,Sci-Fi,,"comedy, suspenseful, boring, cult, violence, clever, psychedelic, revenge, home movie","comedy, suspenseful, boring, violence",11Mk2iEVy_Y,train
424,tt0088206,1984,Supergirl,124,Action,Action,Adventure,Fantasy,"good versus evil, cult, psychedelic, violence, romantic","violence, romantic",sxXbvzOdj-Q,train
425,tt0088258,1984,This Is Spinal Tap,82,Comedy,Comedy,Music,,"comedy, boring, cult, absurd, humor, satire, psychedelic","comedy, boring, humor",YZbHagBNY98,train
427,tt0088680,1985,After Hours,97,Comedy,Comedy,Crime,Drama,"comedy, dark, murder, cult, absurd, psychedelic, queer","comedy, dark",lLHM-wPecz0,train
428,tt0088708,1985,American Ninja,95,Romance,Action,Adventure,Romance,"comedy, murder, cult, violence, flashback, action, revenge","comedy, violence, action",KaZKh1w-i6k,train
429,tt0088763,1985,Back to the Future,116,Comedy,Adventure,Comedy,Sci-Fi,"entertaining, comedy, mystery, fantasy, whimsical, cult, alternate reality, clever, psychedelic, humor, romantic, alternate history, sci-fi","comedy, mystery, fantasy, humor, romantic",DzibuZ1lpC8,train
431,tt0088846,1985,Brazil,132,Drama,Drama,Sci-Fi,,"comedy, dark, neo noir, murder, fantasy, thought-provoking, cult, alternate reality, atmospheric, insanity, psychedelic, absurd, satire, humor, sci-fi","comedy, dark, fantasy, atmospheric, humor",ZKPFC8DA9_8,train
432,tt0088850,1985,Brewster's Millions,102,Comedy,Comedy,,,entertaining,,8wNqNO3jqkk,train
433,tt0088889,1985,Cat's Eye,94,Horror,Comedy,Horror,Thriller,"cult, entertaining, sadist",sadist,zYTMcFOMSYk,train
435,tt0088944,1985,Commando,90,Action,Action,Adventure,Thriller,"suspenseful, realism, murder, cult, violence, good versus evil, action, revenge","suspenseful, violence, action",0zJYikmC2VM,train
438,tt0089015,1985,Desert Hearts,91,Romance,Drama,Romance,,queer,,Dn0vORrRIyI,train
440,tt0089114,1985,Explorers,109,Action,Adventure > Action,Comedy,Family,cult,,VZp10uBMBDc,train
441,tt0089118,1986,FX,109,Action,Action,Thriller,,"suspenseful, murder, violence","suspenseful, violence",rDQ1hzfb_B4,train
442,tt0089122,1986,Fair Game,86,Action,Action,Thriller,,"revenge, violence",violence,SQuHBbUz6Cc,train
443,tt0089155,1985,Fletch,98,Comedy,Comedy,Crime,Mystery,"cult, humor, comedy","humor, comedy",4sMMt2M3RiU,train
444,tt0089175,1985,Fright Night,106,Horror,Fantasy,Horror,,"cult, violence",violence,yfuIcuezkUw,train
445,tt0089360,1985,Jagged Edge,108,Drama,Drama,Mystery,Thriller,"neo noir, murder, intrigue, plot twist, romantic, suspenseful","romantic, suspenseful",ZnQa0AI10ic,train
446,tt0089393,1985,Just One of the Guys,100,Comedy,Comedy,Romance,,"cult, comedy",comedy,zGibIaY7MSY,train
447,tt0089421,1985,King Solomon's Mines,100,Action,Action,Adventure,Comedy,"good versus evil, action",action,LI4xsKHBx8c,train
448,tt0089424,1985,Kiss of the Spider Woman,120,Drama,Drama,,,avant garde,,1FVd6uRrYhM,train
449,tt0089457,1985,Ladyhawke,121,Drama,Adventure,Comedy,Drama,"fantasy, murder, dramatic, violence, tragedy, romantic","fantasy, dramatic, violence, romantic",b0BTs66JAgM,train
450,tt0089469,1985,Legend,94,Romance,Adventure,Fantasy,Romance,"dark, fantasy, gothic, cult, good versus evil, action, brainwashing, romantic","dark, fantasy, action, romantic",kOxViR7eCuM,train
451,tt0089489,1985,Lifeforce,101,Action,Action,Horror,Mystery,"cult, humor, psychedelic, violence, flashback","humor, violence",hTKO5taqoAE,train
452,tt0089504,1985,Lost in America,91,Comedy,Comedy,,,"cult, satire",,vOqyTw7fsp8,train
453,tt0089530,1985,Mad Max Beyond Thunderdome,107,Action,Action,Adventure,Sci-Fi,"violence, action","violence, action",FgkE8pTRzhk,train
454,tt0089604,1985,Missing in Action 2: The Beginning,96,Action,Action,Drama,Thriller,"revenge, cult, murder, violence",violence,dtukSidHyV0,train
455,tt0089643,1985,Murphy's Romance,107,Romance,Comedy,Drama,Romance,romantic,romantic,HoX-xki1yHQ,train
456,tt0089755,1985,Out of Africa,161,Romance,Biography,Drama,Romance,"dramatic, romantic, storytelling","dramatic, romantic",CbVTzvvvtQ8,train
457,tt0089767,1985,Pale Rider,115,Drama,Drama,Western,,"revenge, psychedelic, murder, violence",violence,ePlyWlhobDU,train
458,tt0089791,1985,Pee-wee's Big Adventure,91,Action,Adventure > Action,Comedy,Family,"cult, mystery, psychedelic, entertaining, humor","mystery, humor",ZrzqBwuxHV8,train
459,tt0089822,1985,Police Academy 2: Their First Assignment,87,Comedy,Comedy,,,"comedy, bleak, cult, violence, comic, revenge","comedy, violence, comic",0b3WZ2K473s,train
461,tt0089841,1985,Prizzi's Honor,130,Comedy,Comedy,Crime,Drama,"romantic, comedy, murder","romantic, comedy",VEz13l-ULX0,train
462,tt0089880,1985,Rambo: First Blood Part II,96,Action,Action,Adventure,Thriller,"murder, violence, cult, humor, action, revenge","violence, humor, action",H41uJq46ouE,train
463,tt0089881,1985,Ran,162,Drama,Action,Drama,War,"murder, violence, atmospheric, insanity, tragedy, revenge, sentimental","violence, atmospheric, sentimental",AbbfDntoRRk,train
464,tt0089886,1985,Real Genius,108,Comedy,Comedy,Romance,Sci-Fi,"revenge, cult, prank",,jczQlm5nBgg,train
465,tt0089893,1985,Red Sonja,89,Action,Action,Adventure,Fantasy,"cult, action, alternate history, violence, fantasy","action, violence, fantasy",kUHsZEo4I24,train
466,tt0089901,1985,Remo Williams: The Adventure Begins,121,Action,Action,Adventure,Comedy,"comedy, murder, cult, violence, humor, philosophical, revenge, sadist","comedy, violence, humor, sadist",DfzQTfmqT64,train
468,tt0089913,1985,Revolution,126,Drama,Adventure,Drama,History,"cult, violence",violence,XOJpN9GnGw4,train
469,tt0089927,1985,Rocky IV,91,Drama,Drama,Sport,,"comedy, cult, violence, flashback, action, tragedy, revenge","comedy, violence, action",i_rUNg_eNwE,train
470,tt0089941,1985,Runaway Train,111,Action,Action,Adventure,Drama,"allegory, suspenseful, violence","suspenseful, violence",3IsWL-9kRis,train
471,tt0090022,1985,Silverado,133,Action,Action,Crime,Drama,"cult, murder, violence",violence,2JptaIFco1I,train
472,tt0090056,1985,Spies Like Us,102,Comedy,Adventure,Comedy,,humor,humor,vKM8T94GC2c,train
473,tt0090060,1985,St. Elmo's Fire,110,Drama,Drama,Romance,,"cult, romantic",romantic,Y46Sw1BUHPs,train
474,tt0090098,1985,Summer Rental,87,Comedy,Comedy,,,"comedy, adult comedy",comedy,KacBBqLb1DI,train
475,tt0090142,1985,Teen Wolf,91,Comedy,Comedy,Fantasy,Romance,"cult, comedy, romantic","comedy, romantic",P6htehZchW0,train
476,tt0090180,1985,To Live and Die in L.A.,116,Crime,Action,Crime,Drama,"revenge, neo noir, murder, violence",violence,zGBe8mltpkA,train
477,tt0090184,1985,Tomboy,91,Comedy,Comedy,,,"cult, romantic",romantic,Ofi8IlQJz1w,train
478,tt0090305,1985,Weird Science,94,Comedy,Comedy,Romance,Sci-Fi,"pornographic, cult, comedy",comedy,st7ZBnk5wy0,train
